0.61,0,0.39,1.39,0.39,1,0.305
0.62,0,0.38,1.38,0.38,1,0.31
0.63,0,0.37,1.37,0.37,1,0.315
0.64,0,0.36,1.36,0.36,1,0.32
0.65,0,0.35,1.35,0.35,1,0.325
0.66,0,0.34,1.34,0.34,1,0.33
0.67,0,0.33,1.33,0.33,1,0.335
0.68,0,0.32,1.32,0.32,1,0.34
0.69,0,0.31,1.31,0.31,1,0.345
0.7,0,0.3,1.3,0.3,1,0.35
0.71,0,0.29,1.29,0.29,1,0.355
0.72,0,0.28,1.28,0.28,1,0.36
0.73,0,0.27,1.27,0.27,1,0.365
0.74,0,0.26,1.26,0.26,1,0.37
0.75,0,0.25,1.25,0.25,1,0.375
0.76,0,0.24,1.24,0.24,1,0.38
0.77,0,0.23,1.23,0.23,1,0.385
0.78,0,0.22,1.22,0.22,1,0.39
0.79,0,0.21,1.21,0.21,1,0.395
0.8,0,0.2,1.2,0.2,1,0.4
0.81,0,0.19,1.19,0.19,1,0.405
0.82,0,0.18,1.18,0.18,1,0.41
0.83,0,0.17,1.17,0.17,1,0.415
0.84,0,0.16,1.16,0.16,1,0.42
0.85,0,0.15,1.15,0.15,1,0.425
0.86,0,0.14,1.14,0.14,1,0.43
0.87,0,0.13,1.13,0.13,1,0.435
0.88,0,0.12,1.12,0.12,1,0.44
0.89,0,0.11,1.11,0.11,1,0.445
0.9,0,0.1,1.1,0.1,1,0.45
0.91,0,0.09,1.09,0.09,1,0.455
0.92,0,0.08,1.08,0.08,1,0.46
0.93,0,0.07,1.07,0.07,1,0.465
0.94,0,0.06,1.06,0.06,1,0.47
0.95,0,0.05,1.05,0.05,1,0.475
0.96,0,0.04,1.04,0.04,1,0.48
0.97,0,0.03,1.03,0.03,1,0.485
0.98,0,0.02,1.02,0.02,1,0.49
0.99,0,0.01,1.01,0.01,1,0.495
1,0,0,1,0,1,0.5
1.01,0,0,0.99,0,0.99,0.495
1.02,0,0,0.98,0,0.98,0.49
1.03,0,0,0.97,0,0.97,0.485
1.04,0,0,0.96,0,0.96,0.48
1.05,0,0,0.95,0,0.95,0.475
1.06,0,0,0.94,0,0.94,0.47
1.07,0,0,0.93,0,0.93,0.465
1.08,0,0,0.92,0,0.92,0.46
1.09,0,0,0.91,0,0.91,0.455
1.1,0,0,0.9,0,0.9,0.45
1.11,0,0,0.89,0,0.89,0.445
1.12,0,0,0.88,0,0.88,0.44
1.13,0,0,0.87,0,0.87,0.435
1.14,0,0,0.86,0,0.86,0.43
1.15,0,0,0.85,0,0.85,0.425
1.16,0,0,0.84,0,0.84,0.42
1.17,0,0,0.83,0,0.83,0.415
1.18,0,0,0.82,0,0.82,0.41
1.19,0,0,0.81,0,0.81,0.405
1.2,0,0,0.8,0,0.8,0.4
1.21,0,0,0.79,0,0.79,0.395
1.22,0,0,0.78,0,0.78,0.39
1.23,0,0,0.77,0,0.77,0.385
1.24,0,0,0.76,0,0.76,0.38
1.25,0,0,0.75,0,0.75,0.375
1.26,0,0,0.74,0,0.74,0.37
1.27,0,0,0.73,0,0.73,0.365
1.28,0,0,0.72,0,0.72,0.36
1.29,0,0,0.71,0,0.71,0.355
1.3,0,0,0.7,0,0.7,0.35
1.31,0,0,0.69,0,0.69,0.345
1.32,0,0,0.68,0,0.68,0.34
1.33,0,0,0.67,0,0.67,0.335
1.34,0,0,0.66,0,0.66,0.33
1.35,0,0,0.65,0,0.65,0.325
1.36,0,0,0.64,0,0.64,0.32
1.37,0,0,0.63,0,0.63,0.315
1.38,0,0,0.62,0,0.62,0.31
1.39,0,0,0.61,0,0.61,0.305
1.4,0,0,0.6,0,0.6,0.3
1.41,0,0,0.59,0,0.59,0.295
1.42,0,0,0.58,0,0.58,0.29
1.43,0,0,0.57,0,0.57,0.285
1.44,0,0,0.56,0,0.56,0.28
1.45,0,0,0.55,0,0.55,0.275
1.46,0,0,0.54,0,0.54,0.27
1.47,0,0,0.53,0,0.53,0.265
1.48,0,0,0.52,0,0.52,0.26
1.49,0,0,0.51,0,0.51,0.255
1.5,0,0,0.5,0,0.5,0.25
1.51,0,0,0.49,0,0.49,0.245
1.52,0,0,0.48,0,0.48,0.24
1.53,0,0,0.47,0,0.47,0.235
1.54,0,0,0.46,0,0.46,0.23
1.55,0,0,0.45,0,0.45,0.225
1.56,0,0,0.44,0,0.44,0.22
1.57,0,0,0.43,0,0.43,0.215
1.58,0,0,0.42,0,0.42,0.21
1.59,0,0,0.41,0,0.41,0.205
1.6,0,0,0.4,0,0.4,0.2
1.61,0,0,0.39,0,0.39,0.195
1.62,0,0,0.38,0,0.38,0.19
1.63,0,0,0.37,0,0.37,0.185
1.64,0,0,0.36,0,0.36,0.18
1.65,0,0,0.35,0,0.35,0.175
1.66,0,0,0.34,0,0.34,0.17
1.67,0,0,0.33,0,0.33,0.165
1.68,0,0,0.32,0,0.32,0.16
1.69,0,0,0.31,0,0.31,0.155
1.7,0,0,0.3,0,0.3,0.15
1.71,0,0,0.29,0,0.29,0.145
1.72,0,0,0.28,0,0.28,0.14
1.73,0,0,0.27,0,0.27,0.135
1.74,0,0,0.26,0,0.26,0.13
1.75,0,0,0.25,0,0.25,0.125
1.76,0,0,0.24,0,0.24,0.12
1.77,0,0,0.23,0,0.23,0.115
1.78,0,0,0.22,0,0.22,0.11
1.79,0,0,0.21,0,0.21,0.105
1.8,0,0,0.2,0,0.2,0.1
1.81,0,0,0.19,0,0.19,0.095
1.82,0,0,0.18,0,0.18,0.09
1.83,0,0,0.17,0,0.17,0.085
1.84,0,0,0.16,0,0.16,0.08
1.85,0,0,0.15,0,0.15,0.075
1.86,0,0,0.14,0,0.14,0.07
1.87,0,0,0.13,0,0.13,0.065
1.88,0,0,0.12,0,0.12,0.06
1.89,0,0,0.11,0,0.11,0.055
1.9,0,0,0.1,0,0.1,0.05
1.91,0,0,0.09,0,0.09,0.045
1.92,0,0,0.08,0,0.08,0.04
1.93,0,0,0.07,0,0.07,0.035
1.94,0,0,0.06,0,0.06,0.03
1.95,0,0,0.05,0,0.05,0.025
1.96,0,0,0.04,0,0.04,0.02
1.97,0,0,0.03,0,0.03,0.015
1.98,0,0,0.02,0,0.02,0.01
1.99,0,0,0.01,0,0.01,0.005
2,0,0,0,0,0,0
2.01,0,0,0,0,0,0
2.02,0,0,0,0,0,0
2.03,0,0,0,0,0,0
2.04,0,0,0,0,0,0
2.05,0,0,0,0,0,0
2.06,0,0,0,0,0,0
2.07,0,0,0,0,0,0
2.08,0,0,0,0,0,0
2.09,0,0,0,0,0,0
2.1,0,0,0,0,0,0
2.11,0,0,0,0,0,0
2.12,0,0,0,0,0,0
2.13,0,0,0,0,0,0
2.14,0,0,0,0,0,0
2.15,0,0,0,0,0,0
2.16,0,0,0,0,0,0
2.17,0,0,0,0,0,0
2.18,0,0,0,0,0,0
2.19,0,0,0,0,0,0
2.2,0,0,0,0,0,0
2.21,0,0,0,0,0,0
2.22,0,0,0,0,0,0
2.23,0,0,0,0,0,0
2.24,0,0,0,0,0,0
2.25,0,0,0,0,0,0
2.26,0,0,0,0,0,0
2.27,0,0,0,0,0,0
2.28,0,0,0,0,0,0
2.29,0,0,0,0,0,0
2.3,0,0,0,0,0,0
2.31,0,0,0,0,0,0
2.32,0,0,0,0,0,0
2.33,0,0,0,0,0,0
2.34,0,0,0,0,0,0
2.35,0,0,0,0,0,0
2.36,0,0,0,0,0,0
2.37,0,0,0,0,0,0
2.38,0,0,0,0,0,0
2.39,0,0,0,0,0,0
2.4,0,0,0,0,0,0
2.41,0,0,0,0,0,0
2.42,0,0,0,0,0,0
2.43,0,0,0,0,0,0
2.44,0,0,0,0,0,0
2.45,0,0,0,0,0,0
2.46,0,0,0,0,0,0
2.47,0,0,0,0,0,0
2.48,0,0,0,0,0,0
2.49,0,0,0,0,0,0
2.5,0,0,0,0,0,0
2.51,0,0,0,0,0,0
2.52,0,0,0,0,0,0
2.53,0,0,0,0,0,0
2.54,0,0,0,0,0,0
2.55,0,0,0,0,0,0
2.56,0,0,0,0,0,0
2.57,0,0,0,0,0,0
2.58,0,0,0,0,0,0
2.59,0,0,0,0,0,0
2.6,0,0,0,0,0,0
2.61,0,0,0,0,0,0
2.62,0,0,0,0,0,0
2.63,0,0,0,0,0,0
2.64,0,0,0,0,0,0
2.65,0,0,0,0,0,0
2.66,0,0,0,0,0,0
2.67,0,0,0,0,0,0
2.68,0,0,0,0,0,0
2.69,0,0,0,0,0,0
2.7,0,0,0,0,0,0
2.71,0,0,0,0,0,0
2.72,0,0,0,0,0,0
2.73,0,0,0,0,0,0
2.74,0,0,0,0,0,0
2.75,0,0,0,0,0,0
2.76,0,0,0,0,0,0
2.77,0,0,0,0,0,0
2.78,0,0,0,0,0,0
2.79,0,0,0,0,0,0
2.8,0,0,0,0,0,0
2.81,0,0,0,0,0,0
2.82,0,0,0,0,0,0
2.83,0,0,0,0,0,0
2.84,0,0,0,0,0,0
2.85,0,0,0,0,0,0
2.86,0,0,0,0,0,0
2.87,0,0,0,0,0,0
2.88,0,0,0,0,0,0
2.89,0,0,0,0,0,0
2.9,0,0,0,0,0,0
2.91,0,0,0,0,0,0
2.92,0,0,0,0,0,0
2.93,0,0,0,0,0,0
2.94,0,0,0,0,0,0
2.95,0,0,0,0,0,0
2.96,0,0,0,0,0,0
2.97,0,0,0,0,0,0
2.98,0,0,0,0,0,0
2.99,0,0,0,0,0,0
3,0,0,0,0,0,0
